order_id,product_id,quantity,selling_price,discount,customer_id,order_date,shipping_date,region,payment_mode,cost_price,category,sub_category,brand,name,gender,age,city,revenue,profit,discount_impact,is_return
1312,310,2,25.65,5,779,2023-08-25,2023-08-26,North,UPI,12.97,Sports & Outdoors,Yoga,OutdoorPro,Kavita Choudhury,Female,26,Guwahati,51.3,25.359999999999996,2.565,False
1312,438,2,238.4,20,779,2023-08-25,2023-08-26,North,UPI,161.48,Clothing,Men's Wear,ClassicWear,Kavita Choudhury,Female,26,Guwahati,476.8,153.84000000000003,95.36,False
1313,300,1,36.1,5,1976,2024-06-16,2024-06-17,North,Net Banking,17.66,Books,Comics,PageTurner,Vivaan Menon,Male,33,Lucknow,36.1,18.44,1.805,False
1313,315,3,536.0,0,1976,2024-06-16,2024-06-17,North,Net Banking,315.03,Sports & Outdoors,Fitness,SportMax,Vivaan Menon,Male,33,Lucknow,1608.0,662.9100000000001,0.0,False
1314,238,2,1904.0,30,1372,2023-07-24,2023-07-26,South,UPI,1772.34,Electronics,Cameras,ZoomTech,Vivaan Menon,Male,57,Nagpur,3808.0,263.32000000000016,1142.4,False
1314,332,1,2812.8,20,1372,2023-07-24,2023-07-26,South,UPI,2313.51,Electronics,Smartwatches,SkyNet,Vivaan Menon,Male,57,Nagpur,2812.8,499.28999999999996,562.56,False
1314,173,1,59.0,0,1372,2023-07-24,2023-07-26,South,UPI,28.44,Sports & Outdoors,Team Sports,ActiveGear,Vivaan Menon,Male,57,Nagpur,59.0,30.56,0.0,False
1315,58,2,263.0,0,1083,2023-12-08,2023-12-09,East,Credit Card,141.44,Home & Kitchen,Bedding,HomeEase,Reyansh Pandey,Male,25,Jaipur,526.0,243.12,0.0,False
1315,376,1,26.1,10,1083,2023-12-08,2023-12-09,East,Credit Card,12.52,Books,Educational,StoryHouse,Reyansh Pandey,Male,25,Jaipur,26.1,13.580000000000002,2.61,False
1315,293,1,94.0,0,1083,2023-12-08,2023-12-09,East,Credit Card,44.62,Clothing,Kids' Wear,StyleCraft,Reyansh Pandey,Male,25,Jaipur,94.0,49.38,0.0,False
1315,50,1,2728.0,20,1083,2023-12-08,2023-12-09,East,Credit Card,2357.28,Electronics,Headphones,Electra,Reyansh Pandey,Male,25,Jaipur,2728.0,370.7199999999998,545.6,False
1316,423,1,72.0,10,830,2024-02-19,2024-02-23,South,UPI,48.86,Home & Kitchen,Furniture,DreamHome,Vivaan Roy,Male,27,Nagpur,72.0,23.14,7.2,False
1316,393,1,759.0,0,830,2024-02-19,2024-02-23,South,UPI,461.42,Electronics,Headphones,SkyNet,Vivaan Roy,Male,27,Nagpur,759.0,297.58,0.0,False
1317,3,1,500.65,15,1342,2023-12-09,2023-12-12,West,Net Banking,298.94,Sports & Outdoors,Yoga,FitLife,Aarav Thakur,Male,38,Pune,500.65,201.70999999999998,75.0975,False
1318,114,1,262.0,0,1372,2023-07-30,2023-07-31,West,Credit Card,140.3,Clothing,Footwear,FashionHub,Vivaan Menon,Male,57,Nagpur,262.0,121.69999999999999,0.0,False
1318,169,2,25.2,10,1372,2023-07-30,2023-07-31,West,Credit Card,12.78,Books,Magazines,PageTurner,Vivaan Menon,Male,57,Nagpur,50.4,24.84,5.04,False
1318,254,1,1458.0,25,1372,2023-07-30,2023-07-31,West,Credit Card,1078.26,Electronics,Mobile Phones,Electra,Vivaan Menon,Male,57,Nagpur,1458.0,379.74,364.5,False
1319,215,2,234.6,15,1372,2024-09-29,2024-09-30,South,Net Banking,164.68,Sports & Outdoors,Team Sports,OutdoorPro,Vivaan Menon,Male,57,Nagpur,469.2,139.83999999999997,70.38,True
1319,79,2,80.8,20,1372,2024-09-29,2024-09-30,South,Net Banking,47.21,Clothing,Footwear,TrendSetter,Vivaan Menon,Male,57,Nagpur,161.6,67.17999999999999,32.32,False
1319,16,2,81.9,10,1372,2024-09-29,2024-09-30,South,Net Banking,47.31,Clothing,Women's Wear,UrbanFit,Vivaan Menon,Male,57,Nagpur,163.8,69.18,16.38,False
1320,268,3,383.4,10,1562,2023-01-12,2023-01-13,South,COD,196.72,Sports & Outdoors,Yoga,FitLife,Saanvi Shah,Female,36,Ranchi,1150.1999999999998,560.0399999999998,115.01999999999998,False
1321,476,3,51.3,10,1483,2023-12-12,2023-12-18,South,UPI,21.75,Books,Non-Fiction,PageTurner,Aditya Shah,Male,18,Ahmedabad,153.89999999999998,88.64999999999998,15.389999999999997,False
1322,174,1,224.4,15,565,2024-10-01,2024-10-04,West,COD,121.64,Clothing,Footwear,ClassicWear,Aditya Choudhury,Male,46,Lucknow,224.4,102.76,33.66,True
1322,277,2,57.0,0,565,2024-10-01,2024-10-04,West,COD,29.95,Clothing,Kids' Wear,TrendSetter,Aditya Choudhury,Male,46,Lucknow,114.0,54.1,0.0,False
1323,77,1,151.3,15,230,2023-07-08,2023-07-09,East,Net Banking,98.02,Home & Kitchen,Furniture,ComfortPro,Riya Das,Female,33,Mumbai,151.3,53.280000000000015,22.695,False
1323,227,2,468.35,15,230,2023-07-08,2023-07-09,East,Net Banking,314.77,Home & Kitchen,Decor,HomeEase,Riya Das,Female,33,Mumbai,936.7,307.1600000000001,140.505,True
1323,160,1,156.4,15,230,2023-07-08,2023-07-09,East,Net Banking,85.85,Sports & Outdoors,Cycling,SportMax,Riya Das,Female,33,Mumbai,156.4,70.55000000000001,23.46,True
1324,270,2,59.4,10,1773,2023-09-11,2023-09-13,East,UPI,34.49,Clothing,Kids' Wear,ClassicWear,Aadhya Rao,Female,22,Ahmedabad,118.8,49.81999999999999,11.88,False
1325,331,1,23.4,10,1158,2024-12-08,2024-12-11,North,UPI,10.13,Books,Educational,WordCraft,Krishna Shah,Male,36,Lucknow,23.4,13.269999999999998,2.34,False
1326,98,1,516.0,0,1059,2024-08-16,2024-08-17,North,Credit Card,251.8,Sports & Outdoors,Camping,SportMax,Aarav Rao,Male,21,Lucknow,516.0,264.2,0.0,False
1326,469,1,11.4,5,1059,2024-08-16,2024-08-17,North,Credit Card,5.49,Books,Educational,PageTurner,Aarav Rao,Male,21,Lucknow,11.4,5.91,0.57,False
1326,132,1,3247.2,20,1059,2024-08-16,2024-08-17,North,Credit Card,2837.99,Electronics,Laptops,TechPro,Aarav Rao,Male,21,Lucknow,3247.2,409.21000000000004,649.44,True
1326,24,1,136.0,0,1059,2024-08-16,2024-08-17,North,Credit Card,71.57,Clothing,Men's Wear,UrbanFit,Aarav Rao,Male,21,Lucknow,136.0,64.43,0.0,False
1327,341,1,232.2,10,502,2024-10-10,2024-10-15,East,Debit Card,130.26,Clothing,Kids' Wear,StyleCraft,Reyansh Reddy,Male,46,Bangalore,232.2,101.94,23.22,False
1327,382,2,16.0,0,502,2024-10-10,2024-10-15,East,Debit Card,5.71,Books,Comics,LearnHub,Reyansh Reddy,Male,46,Bangalore,32.0,20.58,0.0,False
1327,143,1,173.7,10,502,2024-10-10,2024-10-15,East,Debit Card,93.57,Sports & Outdoors,Fitness,SportMax,Reyansh Reddy,Male,46,Bangalore,173.7,80.13,17.37,False
1327,89,1,192.85,5,502,2024-10-10,2024-10-15,East,Debit Card,90.22,Clothing,Accessories,FashionHub,Reyansh Reddy,Male,46,Bangalore,192.85,102.63,9.6425,False
1328,393,1,645.15,15,1677,2024-04-14,2024-04-20,East,Credit Card,461.42,Electronics,Headphones,SkyNet,Ravi Sharma,Male,27,Surat,645.15,183.72999999999996,96.7725,True
1328,347,1,164.9,15,1677,2024-04-14,2024-04-20,East,Credit Card,101.15,Sports & Outdoors,Cycling,OutdoorPro,Ravi Sharma,Male,27,Surat,164.9,63.75,24.735,False
1329,81,1,2232.95,15,1798,2023-01-18,2023-01-26,North,Credit Card,1797.43,Electronics,Mobile Phones,Electra,Meera Singh,Other,41,Hyderabad,2232.95,435.51999999999975,334.9425,False
1329,185,1,95.2,20,1798,2023-01-18,2023-01-26,North,Credit Card,64.23,Clothing,Kids' Wear,StyleCraft,Meera Singh,Other,41,Hyderabad,95.2,30.97,19.04,False
1329,483,1,531.2,20,1798,2023-01-18,2023-01-26,North,Credit Card,357.5,Home & Kitchen,Bedding,HomeEase,Meera Singh,Other,41,Hyderabad,531.2,173.70000000000005,106.24,False
1329,365,2,147.0,0,1798,2023-01-18,2023-01-26,North,Credit Card,62.57,Clothing,Women's Wear,UrbanFit,Meera Singh,Other,41,Hyderabad,294.0,168.86,0.0,False
1329,410,1,202.0,0,1798,2023-01-18,2023-01-26,North,Credit Card,103.94,Sports & Outdoors,Camping,ActiveGear,Meera Singh,Other,41,Hyderabad,202.0,98.06,0.0,False
1330,44,3,919.8,10,761,2024-09-29,2024-09-30,South,Credit Card,626.52,Electronics,Cameras,SkyNet,Deepak Verma,Male,18,Ahmedabad,2759.3999999999996,879.8399999999997,275.93999999999994,True
1330,218,1,336.3,5,761,2024-09-29,2024-09-30,South,Credit Card,225.37,Home & Kitchen,Furniture,KitchenKing,Deepak Verma,Male,18,Ahmedabad,336.3,110.93,16.815,False
1330,155,1,25.65,5,761,2024-09-29,2024-09-30,South,Credit Card,10.68,Books,Fiction,PageTurner,Deepak Verma,Male,18,Ahmedabad,25.65,14.969999999999999,1.2825,False
1330,426,1,587.0,0,761,2024-09-29,2024-09-30,South,Credit Card,309.8,Sports & Outdoors,Camping,OutdoorPro,Deepak Verma,Male,18,Ahmedabad,587.0,277.2,0.0,False
1330,141,1,200.45,5,761,2024-09-29,2024-09-30,South,Credit Card,103.98,Sports & Outdoors,Team Sports,TrailBlazer,Deepak Verma,Male,18,Ahmedabad,200.45,96.46999999999998,10.0225,False
1331,152,2,1261.4,15,232,2023-04-25,2023-04-27,North,UPI,1010.92,Electronics,Cameras,SkyNet,Reyansh Reddy,Male,38,Lucknow,2522.8,500.96000000000026,378.42,False
1331,364,1,2723.0,30,232,2023-04-25,2023-04-27,North,UPI,2723.0,Electronics,Smartwatches,Electra,Reyansh Reddy,Male,38,Lucknow,2723.0,0.0,816.9,False
1332,352,3,181.9,15,1452,2024-12-21,2024-12-23,East,Credit Card,115.2,Clothing,Men's Wear,StyleCraft,Arjun Kumar,Male,26,Nagpur,545.7,200.10000000000002,81.855,False
1332,61,1,39.0,0,1452,2024-12-21,2024-12-23,East,Credit Card,18.37,Books,Educational,WordCraft,Arjun Kumar,Male,26,Nagpur,39.0,20.63,0.0,False
1332,345,1,2342.7,10,1452,2024-12-21,2024-12-23,East,Credit Card,1777.91,Electronics,Laptops,SkyNet,Arjun Kumar,Male,26,Nagpur,2342.7,564.7899999999997,234.27,False
1332,242,1,584.0,0,1452,2024-12-21,2024-12-23,East,Credit Card,303.08,Home & Kitchen,Bedding,ComfortPro,Arjun Kumar,Male,26,Nagpur,584.0,280.92,0.0,False
1332,15,1,11.0,0,1452,2024-12-21,2024-12-23,East,Credit Card,5.14,Books,Comics,KnowledgeFirst,Arjun Kumar,Male,26,Nagpur,11.0,5.86,0.0,False
1333,272,1,149.4,10,1323,2023-01-07,2023-01-08,North,Debit Card,78.68,Clothing,Men's Wear,UrbanFit,Amit Rao,Male,32,Ranchi,149.4,70.72,14.94,False
1333,160,1,184.0,0,1323,2023-01-07,2023-01-08,North,Debit Card,85.85,Sports & Outdoors,Cycling,SportMax,Amit Rao,Male,32,Ranchi,184.0,98.15,0.0,False
1333,99,1,144.0,10,1323,2023-01-07,2023-01-08,North,Debit Card,76.66,Clothing,Footwear,ClassicWear,Amit Rao,Male,32,Ranchi,144.0,67.34,14.4,True
1334,64,2,293.0,0,289,2024-05-29,2024-06-04,South,UPI,130.75,Clothing,Accessories,StyleCraft,Krishna Menon,Male,39,Mumbai,586.0,324.5,0.0,True
1335,127,1,210.0,0,1798,2023-07-18,2023-07-19,North,UPI,112.24,Sports & Outdoors,Yoga,ActiveGear,Meera Singh,Other,41,Hyderabad,210.0,97.76,0.0,False
1335,371,1,203.0,0,1798,2023-07-18,2023-07-19,North,UPI,100.55,Sports & Outdoors,Camping,OutdoorPro,Meera Singh,Other,41,Hyderabad,203.0,102.45,0.0,False
1336,332,2,2988.6,15,1652,2023-11-13,2023-11-14,West,UPI,2313.51,Electronics,Smartwatches,SkyNet,Vivaan Shah,Male,50,Surat,5977.2,1350.1799999999994,896.58,False
1336,312,2,63.0,10,1652,2023-11-13,2023-11-14,West,UPI,32.2,Sports & Outdoors,Yoga,TrailBlazer,Vivaan Shah,Male,50,Surat,126.0,61.599999999999994,12.6,False
1336,354,1,122.4,20,1652,2023-11-13,2023-11-14,West,UPI,75.09,Clothing,Men's Wear,StyleCraft,Vivaan Shah,Male,50,Surat,122.4,47.31,24.48,False
1336,131,1,129.6,20,1652,2023-11-13,2023-11-14,West,UPI,101.94,Home & Kitchen,Bedding,HomeEase,Vivaan Shah,Male,50,Surat,129.6,27.659999999999997,25.92,False
1337,455,1,144.0,20,118,2024-07-03,2024-07-17,West,UPI,90.67,Home & Kitchen,Furniture,KitchenKing,Manoj Desai,Male,31,Coimbatore,144.0,53.33,28.8,False
1338,58,1,236.7,10,286,2024-09-16,2024-10-03,East,Credit Card,141.44,Home & Kitchen,Bedding,HomeEase,Diya Thakur,Female,26,Delhi,236.7,95.25999999999999,23.67,False
1338,199,2,1230.4,20,286,2024-09-16,2024-10-03,East,Credit Card,907.17,Electronics,Mobile Phones,NovaTech,Diya Thakur,Female,26,Delhi,2460.8,646.4600000000003,492.16,False
1338,320,1,246.5,15,286,2024-09-16,2024-10-03,East,Credit Card,121.33,Clothing,Footwear,FashionHub,Diya Thakur,Female,26,Delhi,246.5,125.17,36.975,False
1338,201,2,334.0,0,286,2024-09-16,2024-10-03,East,Credit Card,190.32,Home & Kitchen,Furniture,HomeEase,Diya Thakur,Female,26,Delhi,668.0,287.36,0.0,False
1339,77,1,169.1,5,1697,2024-10-30,2024-11-07,East,UPI,98.02,Home & Kitchen,Furniture,ComfortPro,Jiya Sharma,Female,47,Chennai,169.1,71.08,8.455,False
1340,277,2,54.15,5,495,2023-03-01,2023-03-06,South,COD,29.95,Clothing,Kids' Wear,TrendSetter,Priya Mehta,Female,26,Lucknow,108.3,48.4,5.415,True
1341,54,1,114.0,0,1192,2023-08-11,2023-08-13,East,Debit Card,59.12,Clothing,Women's Wear,TrendSetter,Geeta Das,Female,27,Hyderabad,114.0,54.88,0.0,False
1341,285,1,1264.5,25,1192,2023-08-11,2023-08-13,East,Debit Card,1060.64,Electronics,Laptops,TechPro,Geeta Das,Female,27,Hyderabad,1264.5,203.8599999999999,316.125,False
1342,124,1,418.0,0,569,2023-09-19,2023-09-20,West,Credit Card,238.72,Sports & Outdoors,Camping,TrailBlazer,Myra Reddy,Female,56,Delhi,418.0,179.28,0.0,False
1343,246,1,98.0,0,599,2023-12-23,2023-12-26,West,Debit Card,45.28,Clothing,Accessories,StyleCraft,Sai Joshi,Male,32,Pune,98.0,52.72,0.0,False
1343,363,1,232.5,25,599,2023-12-23,2023-12-26,West,Debit Card,173.91,Home & Kitchen,Furniture,HomeEase,Sai Joshi,Male,32,Pune,232.5,58.59,58.125,False
1344,51,1,455.05,5,1773,2024-05-02,2024-05-05,East,UPI,245.72,Home & Kitchen,Storage,HomeEase,Aadhya Rao,Female,22,Ahmedabad,455.05,209.33,22.7525,False
1344,37,1,176.7,5,1773,2024-05-02,2024-05-05,East,UPI,94.29,Clothing,Kids' Wear,UrbanFit,Aadhya Rao,Female,22,Ahmedabad,176.7,82.40999999999998,8.835,False
1345,170,3,390.0,0,221,2023-01-10,2023-01-11,West,UPI,225.44,Home & Kitchen,Furniture,KitchenKing,Kavita Sen,Female,47,Nagpur,1170.0,493.68000000000006,0.0,False
1346,301,1,212.4,10,1634,2024-05-29,2024-06-01,West,Credit Card,111.54,Clothing,Men's Wear,FashionHub,Myra Menon,Female,50,Pune,212.4,100.86,21.24,False
1346,360,3,1423.2,40,1634,2024-05-29,2024-06-01,West,Credit Card,1352.82,Electronics,Cameras,TechPro,Myra Menon,Female,50,Pune,4269.6,211.14000000000033,1707.84,False
1346,429,2,253.5,25,1634,2024-05-29,2024-06-01,West,Credit Card,179.15,Sports & Outdoors,Fitness,SportMax,Myra Menon,Female,50,Pune,507.0,148.7,126.75,True
1347,210,1,95.2,20,232,2023-05-13,2023-05-16,North,Credit Card,51.16,Clothing,Men's Wear,UrbanFit,Reyansh Reddy,Male,38,Lucknow,95.2,44.040000000000006,19.04,False
1348,496,1,394.0,0,460,2023-05-16,2023-05-17,East,COD,207.6,Sports & Outdoors,Cycling,SportMax,Manoj Pandey,Male,44,Chennai,394.0,186.4,0.0,False
1349,215,1,220.8,20,677,2023-10-16,2023-10-18,North,Net Banking,164.68,Sports & Outdoors,Team Sports,OutdoorPro,Priya Mukherjee,Other,18,Pune,220.8,56.120000000000005,44.16,False
1349,313,2,53.0,0,677,2023-10-16,2023-10-18,North,Net Banking,20.5,Books,Fiction,StoryHouse,Priya Mukherjee,Other,18,Pune,106.0,65.0,0.0,False
1349,434,1,25.0,0,677,2023-10-16,2023-10-18,North,Net Banking,12.28,Books,Magazines,PageTurner,Priya Mukherjee,Other,18,Pune,25.0,12.72,0.0,False
1350,426,1,469.6,20,1609,2024-06-09,2024-06-10,South,Debit Card,309.8,Sports & Outdoors,Camping,OutdoorPro,Arun Sharma,Male,29,Lucknow,469.6,159.8,93.92,False
1350,338,1,44.0,0,1609,2024-06-09,2024-06-10,South,Debit Card,18.45,Books,Fiction,LearnHub,Arun Sharma,Male,29,Lucknow,44.0,25.55,0.0,False
1350,276,1,2389.35,15,1609,2024-06-09,2024-06-10,South,Debit Card,1793.46,Electronics,Smartwatches,ZoomTech,Arun Sharma,Male,29,Lucknow,2389.35,595.8899999999999,358.4025,False
1351,12,2,1527.45,15,1773,2023-02-28,2023-03-01,East,Credit Card,1257.8999999999999,Electronics,Smartwatches,TechPro,Aadhya Rao,Female,22,Ahmedabad,3054.9,539.1000000000004,458.235,True
1351,270,1,66.0,0,1773,2023-02-28,2023-03-01,East,Credit Card,34.49,Clothing,Kids' Wear,ClassicWear,Aadhya Rao,Female,22,Ahmedabad,66.0,31.509999999999998,0.0,True
1351,61,1,37.05,5,1773,2023-02-28,2023-03-01,East,Credit Card,18.37,Books,Educational,WordCraft,Aadhya Rao,Female,22,Ahmedabad,37.05,18.679999999999996,1.8525,False
1352,352,2,171.2,20,1372,2024-10-09,2024-10-11,West,Credit Card,115.2,Clothing,Men's Wear,StyleCraft,Vivaan Menon,Male,57,Nagpur,342.4,111.99999999999997,68.48,False
1353,56,1,40.0,0,802,2023-04-22,2023-04-23,North,Credit Card,19.13,Books,Non-Fiction,KnowledgeFirst,Vivaan Thakur,Male,35,Hyderabad,40.0,20.87,0.0,False
1354,170,1,312.0,20,296,2023-06-25,2023-07-04,North,Net Banking,225.44,Home & Kitchen,Furniture,KitchenKing,Myra Verma,Female,41,Guwahati,312.0,86.56,62.4,False
1354,308,1,195.0,0,296,2023-06-25,2023-07-04,North,Net Banking,79.28,Clothing,Women's Wear,StyleCraft,Myra Verma,Female,41,Guwahati,195.0,115.72,0.0,False
1354,305,1,312.8,20,296,2023-06-25,2023-07-04,North,Net Banking,230.1,Sports & Outdoors,Camping,ActiveGear,Myra Verma,Female,41,Guwahati,312.8,82.70000000000002,62.56,False
1355,13,1,150.1,5,1372,2024-12-21,2024-12-23,South,UPI,92.79,Sports & Outdoors,Team Sports,SportMax,Vivaan Menon,Male,57,Nagpur,150.1,57.30999999999999,7.505,False
1355,462,2,2006.85,15,1372,2024-12-21,2024-12-23,South,UPI,1375.33,Electronics,Cameras,Electra,Vivaan Menon,Male,57,Nagpur,4013.7,1263.04,602.055,False
1355,233,1,2929.1,15,1372,2024-12-21,2024-12-23,South,UPI,2013.5,Electronics,Headphones,ZoomTech,Vivaan Menon,Male,57,Nagpur,2929.1,915.5999999999999,439.365,False
1355,272,1,149.4,10,1372,2024-12-21,2024-12-23,South,UPI,78.68,Clothing,Men's Wear,UrbanFit,Vivaan Menon,Male,57,Nagpur,149.4,70.72,14.94,False
1355,471,1,391.0,15,1372,2024-12-21,2024-12-23,South,UPI,235.69,Sports & Outdoors,Cycling,OutdoorPro,Vivaan Menon,Male,57,Nagpur,391.0,155.31,58.65,False
1356,223,3,939.6,10,830,2023-05-14,2023-05-22,South,Debit Card,675.86,Electronics,Cameras,NovaTech,Vivaan Roy,Male,27,Nagpur,2818.8,791.2200000000003,281.88,False
1356,346,1,39.0,0,830,2023-05-14,2023-05-22,South,Debit Card,18.04,Books,Educational,PageTurner,Vivaan Roy,Male,27,Nagpur,39.0,20.96,0.0,False
1356,317,2,381.9,5,830,2023-05-14,2023-05-22,South,Debit Card,255.76,Home & Kitchen,Bedding,LivingSpace,Vivaan Roy,Male,27,Nagpur,763.8,252.27999999999997,38.19,False
1357,300,3,36.1,5,1976,2023-02-02,2023-02-04,North,Credit Card,17.66,Books,Comics,PageTurner,Vivaan Menon,Male,33,Lucknow,108.30000000000001,55.32000000000001,5.415,False
1358,274,2,458.0,0,599,2025-01-22,2025-01-23,North,Wallet,216.56,Sports & Outdoors,Cycling,ActiveGear,Sai Joshi,Male,32,Pune,916.0,482.88,0.0,True
1359,181,3,398.0,0,755,2023-09-14,2023-09-16,North,UPI,184.2,Sports & Outdoors,Yoga,TrailBlazer,Amit Desai,Male,46,Hyderabad,1194.0,641.4000000000001,0.0,False
1360,59,1,175.1,15,1965,2024-07-30,2024-08-04,North,Credit Card,100.37,Clothing,Women's Wear,ClassicWear,Ananya Verma,Female,42,Pune,175.1,74.72999999999999,26.265,False
1361,273,2,37.05,5,221,2024-05-06,2024-05-07,West,UPI,25.26,Home & Kitchen,Bedding,KitchenKing,Kavita Sen,Female,47,Nagpur,74.1,23.57999999999999,3.705,False
1361,32,3,297.0,0,221,2024-05-06,2024-05-07,West,UPI,137.49,Sports & Outdoors,Cycling,FitLife,Kavita Sen,Female,47,Nagpur,891.0,478.53,0.0,False
1362,454,1,194.4,20,1808,2024-03-03,2024-03-04,North,UPI,124.8,Sports & Outdoors,Yoga,OutdoorPro,Aditya Singh,Male,38,Jaipur,194.4,69.60000000000001,38.88,False
1363,346,1,39.0,0,1714,2024-04-15,2024-04-16,West,COD,18.04,Books,Educational,PageTurner,Kavita Kumar,Female,37,Bhubaneswar,39.0,20.96,0.0,False
1363,185,2,119.0,0,1714,2024-04-15,2024-04-16,West,COD,64.23,Clothing,Kids' Wear,StyleCraft,Kavita Kumar,Female,37,Bhubaneswar,238.0,109.53999999999999,0.0,True
1363,210,1,95.2,20,1714,2024-04-15,2024-04-16,West,COD,51.16,Clothing,Men's Wear,UrbanFit,Kavita Kumar,Female,37,Bhubaneswar,95.2,44.040000000000006,19.04,True
1363,183,2,293.6,20,1714,2024-04-15,2024-04-16,West,COD,208.21,Home & Kitchen,Cookware,DreamHome,Kavita Kumar,Female,37,Bhubaneswar,587.2,170.78000000000003,117.44,False
1364,105,1,1935.0,40,29,2024-08-31,2024-09-03,West,UPI,1879.1,Electronics,Mobile Phones,TechPro,Ishaan Reddy,Male,35,Bhubaneswar,1935.0,55.90000000000009,774.0,False
1364,160,1,165.6,10,29,2024-08-31,2024-09-03,West,UPI,85.85,Sports & Outdoors,Cycling,SportMax,Ishaan Reddy,Male,35,Bhubaneswar,165.6,79.75,16.56,False
1365,129,1,31.5,10,1261,2023-02-07,2023-02-09,West,UPI,17.18,Books,Comics,PageTurner,Pooja Kumar,Female,18,Mumbai,31.5,14.32,3.15,False
1365,48,1,325.6,20,1261,2023-02-07,2023-02-09,West,UPI,199.68,Sports & Outdoors,Fitness,FitLife,Pooja Kumar,Female,18,Mumbai,325.6,125.92000000000002,65.12,False
1366,390,2,122.0,0,194,2024-07-30,2024-07-31,West,UPI,52.28,Clothing,Accessories,ClassicWear,Ananya Menon,Female,28,Hyderabad,244.0,139.44,0.0,True
1366,454,2,194.4,20,194,2024-07-30,2024-07-31,West,UPI,124.8,Sports & Outdoors,Yoga,OutdoorPro,Ananya Menon,Female,28,Hyderabad,388.8,139.20000000000002,77.76,False
1366,377,2,765.6,20,194,2024-07-30,2024-07-31,West,UPI,594.31,Electronics,Cameras,NovaTech,Ananya Menon,Female,28,Hyderabad,1531.2,342.58000000000015,306.24,False
1367,475,2,100.8,20,118,2023-11-16,2023-11-21,West,Debit Card,59.1,Clothing,Men's Wear,StyleCraft,Manoj Desai,Male,31,Coimbatore,201.6,83.39999999999999,40.32,False
1368,352,1,203.3,5,1372,2023-06-14,2023-06-17,South,Debit Card,115.2,Clothing,Men's Wear,StyleCraft,Vivaan Menon,Male,57,Nagpur,203.3,88.10000000000001,10.165,False
1368,424,2,372.6,10,1372,2023-06-14,2023-06-17,South,Debit Card,221.91,Sports & Outdoors,Camping,TrailBlazer,Vivaan Menon,Male,57,Nagpur,745.2,301.38000000000005,74.52,False
1368,347,1,194.0,0,1372,2023-06-14,2023-06-17,South,Debit Card,101.15,Sports & Outdoors,Cycling,OutdoorPro,Vivaan Menon,Male,57,Nagpur,194.0,92.85,0.0,False
1368,208,1,147.6,10,1372,2023-06-14,2023-06-17,South,Debit Card,73.89,Sports & Outdoors,Camping,FitLife,Vivaan Menon,Male,57,Nagpur,147.6,73.71,14.76,False
1369,495,2,418.5,25,1507,2023-03-14,2023-03-18,West,Wallet,254.31,Sports & Outdoors,Fitness,OutdoorPro,Priya Sharma,Female,26,Kochi,837.0,328.38,209.25,True
1369,15,1,9.35,15,1507,2023-03-14,2023-03-18,West,Wallet,5.14,Books,Comics,KnowledgeFirst,Priya Sharma,Female,26,Kochi,9.35,4.21,1.4025,False
1370,87,1,1371.5,35,1464,2024-10-17,2024-10-22,South,Credit Card,1292.79,Electronics,Laptops,ZoomTech,Pooja Joshi,Female,42,Ahmedabad,1371.5,78.71000000000004,480.025,False
1371,487,1,445.4,15,1795,2023-11-19,2023-11-21,East,Credit Card,340.51,Home & Kitchen,Cookware,HomeEase,Deepak Sen,Male,49,Surat,445.4,104.88999999999999,66.81,False
1372,422,3,35.15,5,830,2023-11-06,2023-11-11,South,Credit Card,17.73,Sports & Outdoors,Camping,SportMax,Vivaan Roy,Male,27,Nagpur,105.44999999999999,52.25999999999999,5.2725,False
1373,87,1,1688.0,20,885,2023-12-29,2024-01-21,East,Credit Card,1292.79,Electronics,Laptops,ZoomTech,Vikram Shah,Male,56,Chandigarh,1688.0,395.21000000000004,337.6,False
1374,57,3,138.6,10,1773,2023-05-04,2023-05-13,East,Credit Card,75.59,Sports & Outdoors,Yoga,TrailBlazer,Aadhya Rao,Female,22,Ahmedabad,415.79999999999995,189.02999999999994,41.58,False
1374,470,1,59.0,0,1773,2023-05-04,2023-05-13,East,Credit Card,32.66,Sports & Outdoors,Cycling,OutdoorPro,Aadhya Rao,Female,22,Ahmedabad,59.0,26.340000000000003,0.0,False
1375,178,2,1065.15,55,967,2023-09-29,2023-09-30,West,UPI,1521.67,Electronics,Laptops,TechPro,Priya Gupta,Female,41,Jaipur,2130.3,-913.04,1171.6650000000002,False
1375,88,1,2739.0,25,967,2023-09-29,2023-09-30,West,UPI,2184.21,Electronics,Headphones,ZoomTech,Priya Gupta,Female,41,Jaipur,2739.0,554.79,684.75,True
1376,83,1,400.5,25,1533,2024-07-18,2024-07-19,North,UPI,338.79,Home & Kitchen,Furniture,ComfortPro,Lakshmi Reddy,Female,28,Guwahati,400.5,61.70999999999998,100.125,False
1377,315,1,482.4,10,1976,2023-09-06,2023-09-12,North,Credit Card,315.03,Sports & Outdoors,Fitness,SportMax,Vivaan Menon,Male,33,Lucknow,482.4,167.37,48.24,False
1377,179,1,432.8,20,1976,2023-09-06,2023-09-12,North,Credit Card,349.05,Home & Kitchen,Cookware,LivingSpace,Vivaan Menon,Male,33,Lucknow,432.8,83.75,86.56,False
